ID caso,Año de los casos,Rango de edad de la víctima,Departamento,Mes,Tipo de violencia,Acciones preventivas,Autoidentificadores étnicos,Centro utilizado,Denuncia realizada,Estado de la denuncia
2696,2023,6-11,Ica,Enero,Violencia familiar,Campañas de sensibilización,Blanco,CEM,No,-
2697,2021,25-34,Madre de Dios,Enero,Violencia de género,Asesoramiento legal,Mestizo,Comisaria,Sí,En investigación
2698,2019,6-11,Loreto,Junio,Violencia de pareja,Talleres de prevención,Blanco,Centro de Salud,No,-
2699,2018,45-54,Amazonas,Mayo,Agresión sexual,Atención psicológica,Indígena amazónico,CEM,Sí,En proceso
2700,2018,25-34,Loreto,Julio,Violencia de pareja,Atención psicológica,Indígena amazónico,Línea 100,No,-
2701,2022,6-11,Pasco,Septiembre,Violencia doméstica,Talleres de prevención,Quechua,CEM,No,-
2702,2018,12-17,Pasco,Septiembre,Violencia doméstica,Atención psicológica,Blanco,Línea 100,No,-
2703,2023,45-54,Ucayali,Junio,Violencia familiar,Atención psicológica,Mestizo,CEM,Sí,Pendiente
2704,2018,25-34,Cajamarca,Junio,Violencia doméstica,Talleres de prevención,Indígena amazónico,Centro de Salud,No,-
2705,2022,12-17,Tumbes,Febrero,Violencia familiar,Atención psicológica,Quechua,Centro de Salud,Sí,En proceso
2706,2018,25-34,Callao,Noviembre,Violencia familiar,Talleres de prevención,Indígena amazónico,Línea 100,No,-
2707,2020,35-44,San Martín,Octubre,Violencia de pareja,Campañas de sensibilización,Quechua,Línea 100,Sí,Cerrada
2708,2023,12-17,La Libertad,Marzo,Violencia de género,Asesoramiento legal,Mestizo,CEM,Sí,En investigación
2709,2022,12-17,Cusco,Mayo,Violencia de género,Campañas de sensibilización,Quechua,CEM,No,-
2710,2018,45-54,Ucayali,Agosto,Violencia de pareja,Atención psicológica,Indígena amazónico,CEM,Sí,Cerrada
2711,2019,35-44,Cusco,Octubre,Violencia de pareja,Campañas de sensibilización,Quechua,Centro de Salud,Sí,Pendiente
2712,2018,12-17,Ucayali,Marzo,Violencia de pareja,Atención psicológica,Indígena amazónico,CEM,Sí,Pendiente
2713,2021,55 o más,Cajamarca,Febrero,Violencia familiar,Campañas de sensibilización,Indígena amazónico,Línea 100,No,-
2714,2020,6-11,Ica,Mayo,Violencia familiar,Programas de educación indígena,Blanco,Línea 100,Sí,Pendiente
2715,2021,0-5,Huancavelica,Octubre,Agresión sexual,Asesoramiento legal,Afrodescendiente,Línea 100,No,-
2716,2018,0-5,Pasco,Octubre,Agresión sexual,Atención psicológica,Indígena amazónico,CEM,Sí,Pendiente
2717,2020,18-24,Tumbes,Diciembre,Violencia doméstica,Talleres de prevención,Afrodescendiente,Comisaria,Sí,Pendiente
2718,2023,0-5,Callao,Abril,Violencia familiar,Campañas de sensibilización,Mestizo,Centro de Salud,Sí,En investigación
2719,2018,18-24,Ucayali,Enero,Violencia doméstica,Atención psicológica,Afrodescendiente,Comisaria,No,-
2720,2022,45-54,Puno,Abril,Violencia de género,Talleres de prevención,Blanco,Centro de Salud,Sí,Pendiente
2721,2019,6-11,Tacna,Noviembre,Violencia de género,Programas de educación indígena,Mestizo,Comisaria,No,-
2722,2022,35-44,Cajamarca,Enero,Violencia doméstica,Campañas de sensibilización,Afrodescendiente,Línea 100,No,-
2723,2018,12-17,Huanuco,Febrero,Violencia de pareja,Campañas de sensibilización,Indígena amazónico,Comisaria,Sí,Pendiente
2724,2018,45-54,San Martín,Enero,Violencia de pareja,Programas de educación indígena,Afrodescendiente,Centro de Salud,No,-
2725,2022,6-11,Loreto,Noviembre,Violencia familiar,Talleres de prevención,Blanco,Comisaria,No,-
2726,2020,35-44,Ica,Agosto,Violencia doméstica,Atención psicológica,Afrodescendiente,CEM,No,-
2727,2023,0-5,Cajamarca,Junio,Violencia doméstica,Asesoramiento legal,Afrodescendiente,CEM,Sí,En investigación
2728,2021,55 o más,Tacna,Enero,Violencia de pareja,Talleres de prevención,Blanco,Centro de Salud,No,-
2729,2022,18-24,Ica,Septiembre,Violencia de género,Atención psicológica,Mestizo,Comisaria,No,-
2730,2020,12-17,Pasco,Abril,Violencia doméstica,Campañas de sensibilización,Indígena amazónico,Comisaria,Sí,Pendiente
2731,2021,12-17,Ucayali,Mayo,Violencia doméstica,Atención psicológica,Blanco,Centro de Salud,Sí,Cerrada
2732,2021,0-5,La Libertad,Septiembre,Violencia doméstica,Programas de educación indígena,Indígena amazónico,Comisaria,No,-
2733,2021,6-11,San Martín,Marzo,Violencia familiar,Campañas de sensibilización,Indígena amazónico,CEM,Sí,Pendiente
2734,2021,6-11,San Martín,Marzo,Violencia de género,Atención psicológica,Blanco,Línea 100,Sí,Pendiente
2735,2023,12-17,Callao,Febrero,Violencia de pareja,Programas de educación indígena,Quechua,Comisaria,No,-
2736,2021,55 o más,Apurimac,Diciembre,Violencia de género,Asesoramiento legal,Indígena amazónico,Línea 100,Sí,En investigación
2737,2019,55 o más,Callao,Junio,Violencia de pareja,Asesoramiento legal,Afrodescendiente,Línea 100,No,-
2738,2023,18-24,Piura,Enero,Violencia de género,Asesoramiento legal,Quechua,Línea 100,Sí,Pendiente
2739,2019,0-5,Pasco,Enero,Agresión sexual,Campañas de sensibilización,Afrodescendiente,Comisaria,Sí,En investigación
2740,2022,25-34,Apurimac,Septiembre,Violencia familiar,Programas de educación indígena,Indígena amazónico,Centro de Salud,No,-
2741,2020,12-17,Ucayali,Mayo,Violencia de género,Campañas de sensibilización,Mestizo,Centro de Salud,No,-
2742,2021,35-44,Apurimac,Noviembre,Violencia de género,Asesoramiento legal,Mestizo,Línea 100,Sí,Pendiente
2743,2023,55 o más,San Martín,Febrero,Violencia doméstica,Programas de educación indígena,Mestizo,Línea 100,No,-
2744,2020,45-54,Ayacucho,Septiembre,Agresión sexual,Atención psicológica,Afrodescendiente,CEM,No,-
2745,2018,25-34,San Martín,Mayo,Violencia de género,Talleres de prevención,Indígena amazónico,Comisaria,No,-
2746,2019,55 o más,Cusco,Enero,Violencia de pareja,Atención psicológica,Blanco,Comisaria,Sí,En proceso
2747,2022,0-5,Lambayeque,Abril,Violencia doméstica,Campañas de sensibilización,Indígena amazónico,Comisaria,No,-
2748,2022,45-54,Moquegua,Abril,Violencia de género,Talleres de prevención,Afrodescendiente,CEM,Sí,En proceso
2749,2019,6-11,Ayacucho,Julio,Violencia doméstica,Asesoramiento legal,Quechua,Línea 100,No,-
2750,2020,45-54,Ancash,Junio,Violencia familiar,Asesoramiento legal,Indígena amazónico,Centro de Salud,No,-
2751,2023,35-44,Ica,Abril,Violencia familiar,Atención psicológica,Indígena amazónico,CEM,No,-
2752,2022,25-34,Loreto,Julio,Agresión sexual,Talleres de prevención,Mestizo,Comisaria,Sí,En proceso
2753,2018,18-24,Ucayali,Julio,Violencia de pareja,Programas de educación indígena,Afrodescendiente,Centro de Salud,No,-
2754,2020,25-34,Ayacucho,Agosto,Violencia de pareja,Programas de educación indígena,Blanco,Comisaria,Sí,En proceso
2755,2020,25-34,Junín,Noviembre,Agresión sexual,Talleres de prevención,Quechua,Centro de Salud,Sí,Pendiente
2756,2020,45-54,Cusco,Noviembre,Violencia de pareja,Atención psicológica,Blanco,CEM,Sí,En proceso
2757,2019,45-54,Ayacucho,Febrero,Violencia doméstica,Atención psicológica,Quechua,Comisaria,No,-
2758,2019,55 o más,Lambayeque,Mayo,Violencia familiar,Programas de educación indígena,Blanco,Centro de Salud,No,-
2759,2023,0-5,Junín,Abril,Violencia de pareja,Asesoramiento legal,Afrodescendiente,Centro de Salud,No,-
2760,2020,6-11,Loreto,Junio,Violencia familiar,Campañas de sensibilización,Quechua,Centro de Salud,No,-
2761,2022,45-54,Lambayeque,Diciembre,Violencia de género,Atención psicológica,Quechua,Línea 100,Sí,En investigación
2762,2022,35-44,Piura,Noviembre,Violencia de género,Atención psicológica,Mestizo,Línea 100,No,-
2763,2018,0-5,Lima,Febrero,Violencia doméstica,Asesoramiento legal,Mestizo,Comisaria,No,-
2764,2021,25-34,La Libertad,Junio,Violencia de género,Campañas de sensibilización,Indígena amazónico,Línea 100,Sí,Pendiente
2765,2022,6-11,Cusco,Diciembre,Violencia de pareja,Campañas de sensibilización,Quechua,CEM,Sí,Cerrada
2766,2020,35-44,Callao,Enero,Violencia familiar,Campañas de sensibilización,Mestizo,Comisaria,No,-
2767,2019,0-5,Junín,Mayo,Violencia doméstica,Campañas de sensibilización,Indígena amazónico,Línea 100,No,-
2768,2018,6-11,Apurimac,Junio,Violencia doméstica,Asesoramiento legal,Quechua,Línea 100,Sí,En proceso
2769,2023,55 o más,Pasco,Diciembre,Violencia de pareja,Asesoramiento legal,Blanco,Comisaria,Sí,Pendiente
2770,2019,35-44,Junín,Mayo,Violencia de pareja,Asesoramiento legal,Quechua,Comisaria,No,-
2771,2022,6-11,Lambayeque,Diciembre,Violencia familiar,Atención psicológica,Blanco,Centro de Salud,No,-
2772,2023,12-17,Loreto,Mayo,Violencia familiar,Programas de educación indígena,Afrodescendiente,Comisaria,No,-
2773,2023,12-17,Tacna,Febrero,Violencia de pareja,Programas de educación indígena,Mestizo,Comisaria,No,-
2774,2019,25-34,Ancash,Mayo,Violencia de género,Programas de educación indígena,Mestizo,Centro de Salud,No,-
2775,2020,0-5,Huanuco,Septiembre,Violencia familiar,Atención psicológica,Blanco,Línea 100,Sí,En proceso
2776,2022,45-54,Amazonas,Mayo,Violencia de género,Programas de educación indígena,Indígena amazónico,Centro de Salud,Sí,Cerrada
2777,2021,12-17,Tumbes,Julio,Violencia de género,Atención psicológica,Afrodescendiente,Centro de Salud,Sí,En proceso
2778,2020,55 o más,Madre de Dios,Mayo,Violencia familiar,Asesoramiento legal,Mestizo,CEM,No,-
2779,2023,0-5,Pasco,Abril,Violencia familiar,Atención psicológica,Afrodescendiente,Comisaria,No,-
2780,2018,6-11,Lima,Diciembre,Violencia de pareja,Asesoramiento legal,Indígena amazónico,Comisaria,No,-
2781,2021,45-54,Cusco,Agosto,Violencia de género,Talleres de prevención,Indígena amazónico,Línea 100,Sí,En proceso
2782,2022,12-17,Huanuco,Noviembre,Violencia de género,Atención psicológica,Mestizo,Comisaria,Sí,En investigación
2783,2023,55 o más,Huanuco,Abril,Violencia de género,Atención psicológica,Quechua,CEM,Sí,Cerrada
2784,2018,25-34,Arequipa,Junio,Violencia de género,Programas de educación indígena,Blanco,Comisaria,Sí,Cerrada
2785,2019,45-54,San Martín,Enero,Violencia de género,Atención psicológica,Mestizo,Centro de Salud,No,-
2786,2022,0-5,Madre de Dios,Agosto,Violencia doméstica,Atención psicológica,Blanco,Línea 100,No,-
2787,2019,6-11,Amazonas,Noviembre,Violencia familiar,Asesoramiento legal,Afrodescendiente,Centro de Salud,No,-
2788,2018,45-54,Puno,Abril,Violencia de género,Programas de educación indígena,Indígena amazónico,Comisaria,No,-
2789,2021,55 o más,Cajamarca,Enero,Violencia familiar,Talleres de prevención,Indígena amazónico,Comisaria,No,-
2790,2018,45-54,Ancash,Noviembre,Agresión sexual,Asesoramiento legal,Mestizo,Comisaria,No,-
2791,2020,12-17,Tacna,Noviembre,Violencia familiar,Asesoramiento legal,Quechua,CEM,Sí,En proceso
2792,2023,55 o más,Tumbes,Agosto,Violencia familiar,Programas de educación indígena,Blanco,Línea 100,No,-
2793,2022,55 o más,Lima,Septiembre,Agresión sexual,Campañas de sensibilización,Quechua,Comisaria,Sí,En investigación
2794,2022,25-34,Ucayali,Noviembre,Agresión sexual,Atención psicológica,Afrodescendiente,Línea 100,Sí,Cerrada
2795,2018,6-11,Ucayali,Agosto,Violencia de pareja,Atención psicológica,Indígena amazónico,CEM,Sí,Cerrada
2796,2018,6-11,San Martín,Junio,Violencia de pareja,Atención psicológica,Afrodescendiente,Línea 100,Sí,En investigación
2797,2018,55 o más,San Martín,Julio,Violencia de pareja,Campañas de sensibilización,Afrodescendiente,Línea 100,No,-
2798,2019,18-24,Lambayeque,Enero,Violencia de pareja,Campañas de sensibilización,Mestizo,CEM,No,-
2799,2020,35-44,Ancash,Agosto,Violencia de pareja,Asesoramiento legal,Afrodescendiente,Comisaria,Sí,En proceso
2800,2020,55 o más,Tumbes,Octubre,Agresión sexual,Talleres de prevención,Indígena amazónico,Línea 100,No,-
2801,2022,35-44,Puno,Abril,Violencia doméstica,Atención psicológica,Afrodescendiente,Línea 100,Sí,En proceso
2802,2019,0-5,Tumbes,Agosto,Violencia doméstica,Atención psicológica,Quechua,CEM,Sí,Pendiente
2803,2019,6-11,Cajamarca,Febrero,Violencia doméstica,Asesoramiento legal,Mestizo,Comisaria,No,-
2804,2023,6-11,Loreto,Mayo,Violencia de género,Programas de educación indígena,Quechua,Comisaria,Sí,Cerrada
2805,2019,6-11,Cajamarca,Abril,Violencia familiar,Campañas de sensibilización,Quechua,Línea 100,No,-
2806,2023,0-5,Madre de Dios,Agosto,Violencia de pareja,Campañas de sensibilización,Quechua,Centro de Salud,Sí,Cerrada
2807,2020,45-54,Junín,Junio,Violencia de pareja,Programas de educación indígena,Afrodescendiente,Comisaria,No,-
2808,2023,25-34,Cajamarca,Mayo,Violencia doméstica,Programas de educación indígena,Blanco,Comisaria,No,-
2809,2018,35-44,Lambayeque,Mayo,Agresión sexual,Campañas de sensibilización,Indígena amazónico,CEM,No,-
2810,2023,25-34,La Libertad,Septiembre,Agresión sexual,Campañas de sensibilización,Mestizo,Línea 100,No,-
2811,2020,35-44,Puno,Septiembre,Violencia familiar,Atención psicológica,Afrodescendiente,Comisaria,No,-
2812,2021,45-54,Lima,Febrero,Violencia doméstica,Programas de educación indígena,Quechua,Centro de Salud,Sí,Pendiente
2813,2018,6-11,Piura,Noviembre,Agresión sexual,Asesoramiento legal,Indígena amazónico,Comisaria,No,-
2814,2018,55 o más,Cusco,Diciembre,Violencia de género,Atención psicológica,Quechua,Centro de Salud,No,-
2815,2020,55 o más,Apurimac,Marzo,Violencia familiar,Asesoramiento legal,Mestizo,CEM,No,-
2816,2020,25-34,Huanuco,Marzo,Violencia de género,Talleres de prevención,Afrodescendiente,Línea 100,Sí,Pendiente
2817,2020,55 o más,Ancash,Julio,Violencia de pareja,Programas de educación indígena,Blanco,CEM,Sí,Cerrada
2818,2018,6-11,Piura,Febrero,Violencia doméstica,Programas de educación indígena,Indígena amazónico,Centro de Salud,Sí,Pendiente
2819,2020,18-24,Lambayeque,Abril,Agresión sexual,Programas de educación indígena,Blanco,Línea 100,Sí,En investigación
2820,2021,0-5,Tumbes,Enero,Violencia familiar,Campañas de sensibilización,Afrodescendiente,Centro de Salud,Sí,En investigación
2821,2019,0-5,La Libertad,Marzo,Violencia de género,Programas de educación indígena,Indígena amazónico,Comisaria,Sí,Cerrada
2822,2021,0-5,Ancash,Noviembre,Violencia de pareja,Programas de educación indígena,Mestizo,Comisaria,Sí,Pendiente
2823,2021,25-34,Piura,Febrero,Violencia doméstica,Programas de educación indígena,Blanco,Línea 100,No,-
2824,2023,35-44,Ayacucho,Julio,Violencia de género,Atención psicológica,Afrodescendiente,Centro de Salud,No,-
2825,2022,45-54,Ica,Junio,Violencia doméstica,Talleres de prevención,Afrodescendiente,CEM,No,-
2826,2019,25-34,La Libertad,Febrero,Violencia doméstica,Campañas de sensibilización,Indígena amazónico,Línea 100,Sí,Pendiente
2827,2023,18-24,La Libertad,Julio,Agresión sexual,Atención psicológica,Blanco,CEM,Sí,Cerrada
2828,2020,0-5,Huancavelica,Septiembre,Agresión sexual,Atención psicológica,Mestizo,Centro de Salud,No,-
2829,2021,0-5,Amazonas,Abril,Violencia de pareja,Talleres de prevención,Quechua,Comisaria,Sí,Cerrada
2830,2022,45-54,Callao,Abril,Violencia doméstica,Campañas de sensibilización,Blanco,Comisaria,Sí,En proceso
2831,2018,25-34,La Libertad,Junio,Violencia familiar,Campañas de sensibilización,Quechua,Línea 100,No,-
2832,2019,0-5,Tumbes,Julio,Violencia doméstica,Programas de educación indígena,Mestizo,Línea 100,No,-
2833,2020,25-34,Tacna,Agosto,Violencia doméstica,Programas de educación indígena,Indígena amazónico,Línea 100,No,-
2834,2018,6-11,Junín,Octubre,Violencia doméstica,Asesoramiento legal,Indígena amazónico,Línea 100,No,-
2835,2019,18-24,Puno,Enero,Agresión sexual,Talleres de prevención,Afrodescendiente,Comisaria,No,-
2836,2020,25-34,Arequipa,Junio,Violencia doméstica,Talleres de prevención,Mestizo,CEM,Sí,En proceso
2837,2021,6-11,San Martín,Agosto,Violencia doméstica,Programas de educación indígena,Blanco,Centro de Salud,No,-
2838,2023,12-17,Ayacucho,Julio,Agresión sexual,Atención psicológica,Indígena amazónico,Línea 100,Sí,En proceso
2839,2019,55 o más,Callao,Enero,Agresión sexual,Programas de educación indígena,Mestizo,Centro de Salud,No,-
2840,2018,18-24,Ayacucho,Marzo,Violencia familiar,Atención psicológica,Quechua,Comisaria,Sí,Pendiente
2841,2021,25-34,Ancash,Febrero,Violencia familiar,Talleres de prevención,Mestizo,Centro de Salud,Sí,En investigación
2842,2022,35-44,Tumbes,Junio,Agresión sexual,Campañas de sensibilización,Blanco,CEM,Sí,En proceso
2843,2020,12-17,Cajamarca,Febrero,Violencia de género,Atención psicológica,Mestizo,Línea 100,No,-
2844,2021,0-5,Tumbes,Noviembre,Violencia doméstica,Talleres de prevención,Mestizo,CEM,Sí,Pendiente
2845,2022,0-5,La Libertad,Noviembre,Violencia doméstica,Atención psicológica,Afrodescendiente,Línea 100,Sí,En investigación
2846,2023,45-54,Apurimac,Enero,Violencia familiar,Programas de educación indígena,Afrodescendiente,Comisaria,No,-
2847,2018,0-5,Madre de Dios,Agosto,Agresión sexual,Programas de educación indígena,Quechua,Centro de Salud,No,-
2848,2022,18-24,Pasco,Noviembre,Violencia familiar,Asesoramiento legal,Mestizo,Comisaria,No,-
2849,2023,0-5,Ucayali,Abril,Violencia de género,Talleres de prevención,Blanco,Línea 100,Sí,Pendiente
2850,2018,55 o más,Cajamarca,Agosto,Violencia de género,Talleres de prevención,Mestizo,Comisaria,Sí,En proceso
2851,2022,45-54,Pasco,Diciembre,Violencia doméstica,Talleres de prevención,Blanco,Centro de Salud,No,-
2852,2022,0-5,Huanuco,Noviembre,Violencia familiar,Programas de educación indígena,Afrodescendiente,Comisaria,Sí,Pendiente
2853,2021,12-17,Lima,Junio,Agresión sexual,Talleres de prevención,Blanco,Línea 100,No,-
2854,2022,25-34,Cusco,Septiembre,Agresión sexual,Atención psicológica,Afrodescendiente,Centro de Salud,Sí,Pendiente
2855,2021,12-17,Cusco,Julio,Violencia familiar,Atención psicológica,Mestizo,Comisaria,Sí,En proceso
2856,2018,6-11,Tacna,Noviembre,Agresión sexual,Campañas de sensibilización,Afrodescendiente,Centro de Salud,Sí,En proceso
2857,2019,12-17,Cusco,Junio,Violencia de pareja,Asesoramiento legal,Indígena amazónico,CEM,No,-
2858,2019,35-44,Huanuco,Noviembre,Agresión sexual,Asesoramiento legal,Afrodescendiente,Centro de Salud,Sí,Pendiente
2859,2019,18-24,Huancavelica,Agosto,Agresión sexual,Programas de educación indígena,Indígena amazónico,CEM,No,-
2860,2021,25-34,Cusco,Octubre,Violencia de género,Asesoramiento legal,Afrodescendiente,Centro de Salud,Sí,En proceso
2861,2020,0-5,Apurimac,Enero,Agresión sexual,Talleres de prevención,Afrodescendiente,Comisaria,No,-
2862,2018,45-54,Amazonas,Abril,Agresión sexual,Talleres de prevención,Blanco,Centro de Salud,Sí,En investigación
